Rk,Player,Pos,Squad,Age,Born,90s played,Yellow Card,Red Card,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interception,Takles won
430,Christ Inao Oulaï,MF,ci Côte d'Ivoire,20,2006,2.3,0,0,0,3,5,0,0,6,4
431,Zidane Iqbal,MF,iq Iraq,23,2003,2.1,0,0,0,1,2,0,2,1,2
432,Nestory Irankunda,FWMF,au Australia,20,2006,2.9,0,0,0,4,5,0,1,1,0
433,Jackson Irvine,MF,au Australia,33,1993,2.5,1,0,0,3,3,0,2,1,1
434,Alexander Isak,FW,se Sweden,26,1999,4,0,0,0,4,1,5,3,0,2
435,Wilson Isidor,FW,ht Haiti,25,2000,2.1,0,0,0,3,2,1,0,1,1
436,Jamshid Iskanderov,FWMF,uz Uzbekistan,32,1993,0.1,0,0,0,0,0,0,1,0,0
437,Zaid Ismail,MF,iq Iraq,24,2002,1.3,0,0,0,2,0,0,0,1,4
438,Ko Itakura,DF,jp Japan,29,1997,1.4,0,0,0,1,0,0,0,1,0
439,Jacob Italiano,DF,au Australia,24,2001,1.8,1,0,0,0,0,0,8,1,2
440,Hiroki Ito,DF,jp Japan,27,1999,4,0,0,0,7,0,0,9,0,2
441,Junya It?,MF,jp Japan,33,1993,2.4,0,0,0,2,5,0,17,1,2
442,Cedric Itten,FWMF,ch Switzerland,29,1996,0.5,0,0,0,4,2,0,1,0,0
443,Nicolas Jackson,FW,sn Senegal,24,2001,2.6,0,0,0,2,0,5,1,1,2
444,Lee Jae-sung,FW,kr Korea Republic,33,1992,1.3,0,0,0,1,4,1,0,2,3
445,Alireza Jahanbakhsh,FWMF,ir IR Iran,32,1993,0.5,0,0,0,2,0,0,1,0,1
446,Ismail Jakobs,DF,sn Senegal,26,1999,2.4,0,0,0,2,0,0,18,2,2
447,Reece James,DF,eng England,26,1999,3.5,0,0,0,3,1,0,9,3,3
448,Amer Jamous,MF,jo Jordan,23,2002,0.2,0,0,0,1,0,0,0,0,0
449,Luca Jaquez,DF,ch Switzerland,23,2003,0.9,0,0,0,3,1,0,2,1,0
450,Ardon Jashari,MF,ch Switzerland,23,2002,0.8,0,0,0,2,1,0,1,0,0
451,Ali Jasim,MF,iq Iraq,22,2004,1.4,0,0,0,1,0,0,4,0,1
452,Danley Jean-Jacques,MF,ht Haiti,26,2000,2.9,1,0,0,5,3,0,1,3,6
453,Eom Ji-sung,MF,kr Korea Republic,24,2002,0.5,0,0,0,0,1,0,3,0,2
454,Raúl Jiménez,FW,mx Mexico,35,1991,3.5,0,0,0,7,2,2,0,0,1
455,Kim Jin-gyu,MF,kr Korea Republic,29,1997,0.6,0,0,0,0,1,0,1,0,1
456,Park Jinseob,DFMF,kr Korea Republic,30,1995,0.4,0,0,0,0,1,0,0,0,0
457,Ruslanbek Jiyanov,FW,uz Uzbekistan,25,2001,0,0,0,0,0,0,0,0,0,1
458,Alistair Johnston,DF,ca Canada,27,1998,5,1,0,0,5,4,0,19,6,2
459,Frenkie de Jong,MF,nl Netherlands,29,1997,3.6,0,0,0,6,6,0,1,8,7
460,Lenny Joseph,FW,ht Haiti,25,2000,1.3,0,0,0,6,1,0,0,0,0
461,Edmilson Junior,MFFW,qa Qatar,31,1994,2.3,0,0,0,4,2,1,4,0,1
462,Vinicius Júnior,FW,br Brazil,25,2000,4.9,0,0,0,4,10,3,12,1,1
463,Elijah Just,MF,nz New Zealand,26,2000,2.9,1,0,0,3,2,0,2,2,3
464,Musab Al Juwayr,MFFW,sa Saudi Arabia,22,2003,1.7,0,0,0,1,1,2,7,1,3
465,Ayoub El Kaabi,FW,ma Morocco,32,1993,0.8,0,0,0,1,1,3,0,0,2
466,Ozan Kabak,DF,tr Türkiye,26,2000,1,0,0,0,3,0,0,1,0,2
467,Ferdi Kadioglu,DF,tr Türkiye,26,1999,1.8,0,0,0,0,3,0,4,1,2
468,Kaku,MF,py Paraguay,31,1995,0.1,0,0,0,1,1,0,0,0,0
469,Saša Kalajdži?,FW,at Austria,28,1997,0.9,0,0,0,2,2,0,1,0,0
470,Gédéon Kalulu,DF,cd Congo DR,28,1997,0.1,0,0,0,0,0,0,0,0,0
471,Daichi Kamada,MF,jp Japan,29,1996,3.7,1,0,0,2,4,1,4,1,3
472,Hossein Kanaanizadegan,DF,ir IR Iran,32,1994,1.5,1,0,0,1,0,0,0,2,0
473,Harry Kane,FW,eng England,32,1993,7.2,0,0,0,8,9,2,1,1,3
474,Lee Kang-in,FW,kr Korea Republic,25,2001,3,1,0,0,1,7,0,19,0,0
475,Mohamed Kanno,MF,sa Saudi Arabia,31,1994,2.5,1,0,0,5,0,0,0,2,4
476,Steve Kapuadi,DF,cd Congo DR,28,1998,2,0,0,0,2,0,0,0,1,1
477,Bekhruz Karimov,DF,uz Uzbekistan,18,2007,2,0,0,0,8,4,0,2,3,5
478,Jesper Karlström,MF,se Sweden,30,1995,1.5,0,0,0,3,0,0,0,1,3
479,Gervane Kastaneer,FWMF,cw Curaçao,30,1996,0.3,2,0,0,2,0,0,0,0,0
480,Nikola Kati?,DF,ba Bosnia–Herz,29,1996,3.5,1,0,0,4,0,0,0,5,6
481,Edo Kayembe,MF,cd Congo DR,28,1998,1.8,0,0,0,5,3,0,2,0,1
482,Joris Kayembe,DFFW,cd Congo DR,31,1994,0.5,0,0,0,0,1,0,3,4,4
483,Franck Kessié,MF,ci Côte d'Ivoire,29,1996,3.8,1,0,0,7,2,1,2,0,4
484,Abdullah Al-Khaibari,MF,sa Saudi Arabia,29,1996,2,0,0,0,0,2,0,0,1,1
485,Shoja' Khalilzadeh,DF,ir IR Iran,37,1989,3,1,0,0,4,0,1,0,3,3
486,Dostonbek Khamdamov,MF,uz Uzbekistan,29,1996,1.1,0,0,0,1,0,1,5,2,4
487,Bilal El Khannouss,MFFW,ma Morocco,22,2004,5.1,1,0,0,5,6,0,10,1,7
488,Rani Khedira,MF,tn Tunisia,32,1994,1.7,1,0,0,3,0,0,0,2,1
489,Boualem Khoukhi,DF,qa Qatar,35,1990,3,0,0,0,2,1,0,2,3,3
490,Abdukodir Khusanov,DF,uz Uzbekistan,22,2004,3,2,0,0,6,0,0,0,5,3
491,Joshua Kimmich,DF,de Germany,31,1995,3.9,0,0,0,0,7,0,31,4,4
492,Justin Kluivert,FWMF,nl Netherlands,27,1999,0.3,0,0,0,0,2,0,1,0,0
493,Gregor Kobel,GK,ch Switzerland,28,1997,6.7,0,0,0,0,3,0,0,0,0
494,Orkun Kökçü,MF,tr Türkiye,25,2000,1.7,0,0,0,2,4,0,6,0,1
495,Sead Kolašinac,DF,ba Bosnia–Herz,32,1993,3.7,0,0,0,6,4,0,9,2,6
496,Ghislain Konan,DF,ci Côte d'Ivoire,30,1995,3,0,0,0,0,1,0,8,0,3
497,Ibrahima Konaté,DF,fr France,27,1999,0.7,0,0,0,2,1,0,0,3,0
498,Ismaël Koné,MF,ca Canada,23,2002,1.6,0,0,0,1,3,0,3,3,2
499,Manu Koné,MF,fr France,25,2001,4.3,1,0,0,6,7,0,1,3,5
500,Ezri Konsa,DF,eng England,28,1997,7.2,0,0,0,8,11,0,3,8,5
501,Teun Koopmeiners,DFMF,nl Netherlands,28,1998,1.4,0,0,0,3,0,0,5,1,1
502,Odilon Kossounou,DF,ci Côte d'Ivoire,25,2001,3,0,0,0,0,1,0,0,3,3
503,Kalidou Koulibaly,DF,sn Senegal,34,1991,1.8,0,0,0,0,0,0,0,2,1
504,Jules Koundé,DF,fr France,27,1998,6.7,0,0,0,6,5,1,12,3,8
505,Mateo Kova?i?,MF,hr Croatia,32,1994,3,0,0,0,3,3,0,0,2,3
506,Matej Kovar,GK,cz Czechia,26,2000,3,0,0,0,0,0,0,0,0,0
507,Andrej Kramari?,FWMF,hr Croatia,34,1991,0.7,0,0,0,0,0,1,2,0,1
508,Ladislav Krej?í,DF,cz Czechia,27,1999,3,1,0,0,6,2,0,2,1,3
509,Takefusa Kubo,MF,jp Japan,25,2001,0.8,0,0,0,1,1,0,0,1,0
510,Brandley Kuwas,FWMF,cw Curaçao,33,1992,0,0,0,0,0,0,0,1,0,0
511,Prince Kwabena Adu,FW,gh Ghana,22,2003,0.4,0,0,0,4,0,0,0,0,0
512,Maxence Lacroix,DF,fr France,26,2000,2.7,0,0,0,5,0,1,0,3,2
513,Gustaf Lagerbielke,DF,se Sweden,26,2000,4,0,0,0,1,3,1,1,5,5
514,Konrad Laimer,MFDF,at Austria,29,1997,4,1,0,0,6,3,3,4,2,6
515,Ali Lajami,DF,sa Saudi Arabia,30,1996,1.7,0,0,0,0,2,0,0,3,2
516,Senne Lammens,GK,be Belgium,23,2002,0.2,0,0,0,0,0,0,0,0,0
517,Noa Lang,FWMF,nl Netherlands,26,1999,0.1,0,0,0,0,1,0,0,0,0
518,Sondre Langås,DF,no Norway,25,2001,0.3,0,0,0,0,0,0,0,0,0
519,Aymeric Laporte,DF,es Spain,32,1994,8.1,1,0,0,5,4,0,1,14,3
520,Cyle Larin,FW,ca Canada,31,1995,2.1,2,0,0,5,1,3,0,0,0
521,Richie Laryea,DF,ca Canada,31,1995,4.8,1,0,0,8,14,1,2,2,9
522,Mohanad Lasheen,MF,eg Egypt,30,1996,4,2,0,0,5,3,0,1,8,11
523,Issa Laye,MFDF,qa Qatar,28,1997,3,0,0,0,0,3,0,0,1,1
524,Rafael Leão,MF,pt Portugal,27,1999,1.8,0,0,0,1,2,0,7,2,0
525,Mathew Leckie,MF,au Australia,35,1991,0.7,0,0,0,1,1,0,1,0,0
526,Jefferson Lerma,MF,co Colombia,31,1994,4.6,1,0,0,6,5,0,1,5,1
527,Jamie Leweling,FWMF,de Germany,25,2001,0.3,0,0,0,0,0,0,2,0,0
528,Philipp Lienhart,DF,at Austria,29,1996,2,0,0,0,0,0,0,0,1,1
529,Victor Lindelöf,DFMF,se Sweden,31,1994,4,0,0,0,3,0,0,0,4,1
530,Erik Lira,MF,mx Mexico,26,2000,3.8,0,0,0,3,4,0,2,2,3
531,Dominik Livakovi?,GK,hr Croatia,31,1995,4,0,0,0,0,1,0,0,0,0
532,Dailon Livramento,FW,cv Cabo Verde,25,2001,1.9,0,0,0,1,1,2,2,0,0
533,Marcos Llorente,DF,es Spain,31,1995,2.1,0,0,0,2,1,0,4,1,6
534,Giovani Lo Celso,MF,ar Argentina,30,1996,0.7,0,0,0,1,1,1,1,1,0
535,Jürgen Locadia,FW,cw Curaçao,32,1993,2.6,0,0,0,3,4,2,0,1,0
536,Azarías Londoño,MF,pa Panama,24,2001,0.6,0,0,0,1,0,0,1,1,0
537,Sidny Lopes Cabral,DF,cv Cabo Verde,23,2002,3.2,2,0,0,2,9,0,12,4,2
538,Flaco López,FW,ar Argentina,25,2000,0.2,1,0,0,1,0,0,0,0,1
539,Derrick Luckassen,DF,gh Ghana,30,1995,2,0,0,0,1,2,0,0,0,1
540,Jhon Lucumí,DF,co Colombia,27,1998,5.3,1,0,0,5,0,0,0,5,2
541,José Luis Rodríguez,MFFW,pa Panama,27,1998,2.6,0,0,0,4,2,0,17,0,3
542,Romelu Lukaku,FW,be Belgium,33,1993,2.6,1,0,0,2,0,1,0,0,0
543,Dodi Lukebakio,MF,be Belgium,28,1997,1.8,0,0,0,1,2,0,6,0,1
544,Jovo Luki?,FW,ba Bosnia–Herz,27,1998,0.7,1,0,0,1,0,0,0,0,1
545,Awer Mabil,FWMF,au Australia,30,1995,0.3,0,0,0,0,1,0,1,0,0
546,Alexis Mac Allister,MF,ar Argentina,27,1998,8.3,1,0,0,9,12,0,2,9,12
547,Deiver Machado,DF,co Colombia,32,1993,1,0,0,0,1,2,0,1,2,0
548,Shuto Machino,FW,jp Japan,26,1999,0.1,0,0,0,1,0,0,1,0,0
549,Assim Madibo,MF,qa Qatar,29,1996,1.5,0,1,0,2,1,0,0,4,1
550,Noni Madueke,MF,eng England,24,2002,3.2,0,0,0,2,3,1,21,2,4
551,Daizen Maeda,MF,jp Japan,28,1997,2.7,0,0,0,2,1,1,3,2,3
552,Gabriel Magalhães,DF,br Brazil,28,1997,5,0,0,0,1,3,0,3,4,2
553,Ermin Mahmi?,MF,ba Bosnia–Herz,21,2005,0.8,1,0,0,1,1,0,1,0,1
554,Hadj Mahmoud,MF,tn Tunisia,26,2000,0.5,0,0,0,2,0,0,0,0,2
555,Riyad Mahrez,MF,dz Algeria,35,1991,2.9,0,0,0,1,7,1,10,1,2
556,Alexandro Maidana,DF,py Paraguay,20,2005,0.6,0,0,0,0,0,0,1,1,0
557,Mike Maignan,GK,fr France,30,1995,8,0,0,0,0,2,0,0,0,0
558,Evidence Makgopa,FW,za South Africa,26,2000,2.4,0,0,0,1,1,2,0,1,1
559,Ahmed Maknzi,DF,iq Iraq,24,2001,0.4,0,0,0,0,0,0,0,0,2
560,Donyell Malen,FW,nl Netherlands,27,1999,2.1,0,0,0,0,2,0,5,0,0
561,Arjan Malic,DF,ba Bosnia–Herz,20,2005,0.5,0,0,0,1,1,0,2,0,0
562,Mohamed Manai,DF,qa Qatar,23,2002,0.8,0,0,0,3,0,0,0,2,0
563,Aïssa Mandi,DF,dz Algeria,34,1991,4,0,0,0,0,5,0,0,4,3
564,Sadio Mané,MFFW,sn Senegal,34,1992,4,0,0,0,4,10,3,13,3,2
565,Juan Manuel Sanabria,DF,uy Uruguay,26,2000,2.3,1,0,0,1,0,1,15,1,4
566,Johan Manzambi,MFFW,ch Switzerland,20,2005,2.2,0,0,0,3,3,1,3,0,0
567,Mahmoud Al-Mardi,MF,jo Jordan,32,1993,1.4,0,0,0,4,2,0,7,0,1
568,Jearl Margaritha,FWMF,cw Curaçao,26,2000,0.5,0,0,0,0,0,0,0,0,0
569,Omar Marmoush,FWMF,eg Egypt,27,1999,3.6,0,0,0,3,8,0,5,2,3
570,Marquinhos,DF,br Brazil,32,1994,5,0,0,0,0,2,1,1,3,2
571,Gabriel Martinelli,MF,br Brazil,24,2001,1.6,0,0,0,4,3,0,2,2,0
572,Guillermo Martínez Ayala,FW,mx Mexico,31,1995,0.8,0,0,0,3,1,0,0,0,0
573,Cristian Martínez,MFFW,pa Panama,29,1997,2.7,0,0,0,5,5,1,12,1,4
574,Emiliano Martínez,GK,ar Argentina,33,1992,9,0,0,0,0,1,0,0,0,0
575,Lautaro Martínez,FW,ar Argentina,28,1997,3.4,1,0,0,8,5,2,1,1,1
576,Lisandro Martínez,DF,ar Argentina,28,1998,6.9,2,0,0,7,4,0,2,6,7
577,Thapelo Maseko,MFFW,za South Africa,22,2003,2.7,0,0,0,4,10,0,2,2,1
578,Hazem Mastouri,FW,tn Tunisia,28,1997,1,0,0,0,2,2,0,1,1,0
579,Arthur Masuaku,DF,cd Congo DR,32,1993,3.5,0,0,0,0,4,0,12,0,5
580,Igor Matanovi?,FW,hr Croatia,23,2003,1.1,0,0,0,4,3,1,0,0,0
581,Pape Matar Sarr,MF,sn Senegal,23,2002,0.7,0,0,0,1,0,0,0,1,0
582,Jean-Philippe Mateta,FW,fr France,28,1997,0.3,0,0,0,1,0,0,0,0,0
583,Mauricio,MF,py Paraguay,25,2001,1.9,0,0,0,3,3,0,11,1,6
584,Fiston Mayele,FW,cd Congo DR,31,1994,0.5,0,0,0,1,1,1,0,0,0
585,Ibrahim Maza,MFFW,dz Algeria,20,2005,3.9,0,0,0,1,5,0,1,0,2
586,Noussair Mazraoui,DF,ma Morocco,28,1997,5.3,0,0,0,4,6,0,3,2,8
587,Kylian Mbappé,FW,fr France,27,1998,7.7,1,0,0,6,8,7,4,0,1
588,Thalente Mbatha,MF,za South Africa,26,2000,2.9,1,0,0,4,0,0,4,5,2
589,Ibrahim Mbaye,MF,sn Senegal,18,2008,1.7,0,0,0,0,2,0,9,1,0
590,Chancel Mbemba,DF,cd Congo DR,31,1994,4,1,0,0,1,3,0,4,1,3
591,Mbekezeli Mbokazi,DF,za South Africa,20,2005,4,0,0,0,3,5,1,3,4,5
592,Nathanaël Mbuku,MFFW,cd Congo DR,24,2002,1.6,1,0,0,4,8,0,14,0,3
593,Callum McCowatt,MF,nz New Zealand,27,1999,1.8,1,0,0,4,1,0,3,1,1
594,John McGinn,MF,sct Scotland,31,1994,2.9,0,0,0,2,11,0,10,0,0
595,Scott McKenna,DF,sct Scotland,29,1996,1,0,0,0,0,0,0,0,0,0
596,Weston McKennie,MF,us USA,27,1998,4.9,1,0,0,8,2,0,11,7,7
597,Mark McKenzie,DF,us USA,27,1999,1,0,0,0,1,1,0,0,1,1
598,Kenny McLean,MF,sct Scotland,34,1992,1.3,1,0,0,1,1,0,2,2,1
599,Scott McTominay,MF,sct Scotland,29,1996,3,0,0,0,3,0,0,0,0,2
600,Brandon Mechele,DF,be Belgium,33,1993,6.3,1,0,0,9,2,0,0,4,4
601,Facundo Medina,DF,ar Argentina,27,1999,3.4,1,0,0,3,2,1,1,2,7
602,Yaimar Medina,DFMF,ec Ecuador,21,2004,0.5,0,0,0,1,0,0,4,1,0
603,Hannibal Mejbri,MF,tn Tunisia,23,2003,3,0,0,0,4,15,0,10,1,4
604,Amar Memi?,MF,ba Bosnia–Herz,25,2001,2.5,0,0,0,4,3,0,5,2,2
605,Memphis,FWMF,nl Netherlands,32,1994,0.6,1,0,0,1,1,0,1,0,0
606,Sultan Mendash,MF,sa Saudi Arabia,31,1994,0.7,0,0,0,1,2,0,0,0,3
607,Lucas Mendes,DF,qa Qatar,35,1990,0,0,0,0,0,0,1,0,0,0
608,Nuno Mendes,DF,pt Portugal,23,2002,4.4,0,0,0,3,12,1,19,0,6
609,Ryan Mendes,FWMF,cv Cabo Verde,36,1990,3.7,0,0,0,1,2,2,3,5,2
610,Édouard Mendy,GK,sn Senegal,34,1992,1.7,0,0,0,0,0,0,0,0,0
611,Gideon Mensah,DF,gh Ghana,27,1998,4,0,0,0,2,3,0,3,8,5
612,Mikel Merino,MF,es Spain,29,1996,2.2,0,0,0,6,8,0,1,3,2
613,Lionel Messi,FW,ar Argentina,38,1987,8.2,0,0,0,3,20,5,54,0,10
614,Connor Metcalfe,MF,au Australia,26,1999,3.5,0,0,0,1,0,0,8,2,5
615,Thomas Meunier,DF,be Belgium,34,1991,2.1,0,0,0,9,0,0,7,2,2
616,Liam Millar,MF,ca Canada,26,1999,1.8,1,0,0,3,1,0,10,0,4
617,Kim Min-jae,DF,kr Korea Republic,29,1996,2.7,0,0,0,2,1,0,0,2,2
618,Yerry Mina,DF,co Colombia,31,1994,0,0,0,0,0,1,0,0,0,0
619,Alan Minda,MF,ec Ecuador,23,2003,0.6,0,0,0,0,1,0,2,1,0
620,Aubrey Modiba,DF,za South Africa,30,1995,3.8,1,0,0,4,6,2,11,4,5
621,Luka Modri?,MF,hr Croatia,40,1985,3.5,1,0,0,4,3,0,11,0,3
622,Relebohile Mofokeng,MF,za South Africa,21,2004,1.9,0,0,0,3,2,0,2,0,2
623,Shahriar Moghanlou,FW,ir IR Iran,31,1994,1,0,0,0,1,1,1,2,0,2
624,Milad Mohammadi,DF,ir IR Iran,32,1993,2.3,0,0,0,1,1,2,3,2,4
625,Mohammad Mohebi,MF,ir IR Iran,27,1998,2.7,0,0,0,1,1,0,1,1,1
626,Johan Mojica,DF,co Colombia,33,1992,4.3,1,0,0,1,7,1,11,3,3
627,Teboho Mokoena,MF,za South Africa,29,1997,3,2,0,0,3,6,0,5,5,3
628,Nahuel Molina,DF,ar Argentina,28,1998,5.9,0,0,0,3,0,1,5,8,3
629,Jamiro Monteiro,MF,cv Cabo Verde,32,1993,3.1,0,0,0,4,2,0,7,4,4
630,César Montes,DF,mx Mexico,29,1997,3.5,0,1,0,4,3,0,2,2,1
631,Gonzalo Montiel,DF,ar Argentina,29,1997,2.1,1,0,0,4,2,0,4,3,3
632,Kim Moon-hwan,MF,kr Korea Republic,30,1995,0.8,0,0,0,0,0,0,0,1,1
633,Gilberto Mora,MF,mx Mexico,17,2008,2.4,0,0,0,3,3,0,4,2,2
634,Diego Moreira,MF,be Belgium,21,2004,0.6,0,0,0,2,1,1,5,1,1
635,Steven Moreira,DF,cv Cabo Verde,31,1994,3.3,0,0,0,0,2,0,4,2,3
636,Tshepang Moremi,MF,za South Africa,25,2000,0.4,0,0,0,1,1,0,0,0,1
637,Orlando Mosquera,GK,pa Panama,31,1994,3,0,0,0,0,0,0,0,0,0
638,Samir El Mourabet,MF,ma Morocco,20,2005,0.9,0,0,0,0,1,0,1,1,1
639,Samuel Moutoussamy,MF,cd Congo DR,29,1996,3.7,1,0,0,8,1,0,1,1,8
640,Akmal Mozgovoy,MF,uz Uzbekistan,27,1999,2.4,0,0,0,0,3,0,0,2,0
641,Lionel Mpasi,GK,cd Congo DR,31,1994,4,0,0,0,0,0,0,0,0,0
642,Khuliso Mudau,DF,za South Africa,31,1995,4,0,0,0,4,10,1,3,11,8
643,Tarik Muharemovic,DF,ba Bosnia–Herz,23,2003,2.9,0,1,0,5,2,0,1,8,1
644,Miro Muheim,DFMF,ch Switzerland,28,1998,1,1,0,0,1,3,0,2,2,1
645,Ngal'Ayel Mukau,MF,cd Congo DR,21,2004,2.2,0,0,0,3,4,1,0,3,2
646,Mert Müldür,DF,tr Türkiye,27,1999,1.1,0,0,0,1,2,0,6,1,2
647,Daniel Muñoz,DF,co Colombia,30,1996,4.4,0,0,0,9,1,3,8,7,3
648,Petar Musa,FW,hr Croatia,28,1998,1.2,0,0,0,1,1,0,0,0,0
649,Jamal Musiala,MF,de Germany,23,2003,3,1,0,0,5,11,0,5,1,5
650,Fernando Muslera,GK,uy Uruguay,39,1986,2.5,0,0,0,0,0,0,0,0,0
651,Phillipp Mwene,DF,at Austria,32,1994,1.6,0,0,0,1,1,0,6,3,0
652,David Møller Wolfe,DF,no Norway,24,2002,4.8,0,0,0,7,2,0,5,3,3
653,Y?to Nagatomo,DFMF,jp Japan,39,1986,0.2,0,0,0,0,0,0,1,1,0
654,Keito Nakamura,MF,jp Japan,25,2000,3.4,0,0,0,3,1,1,9,1,3
655,Abdallah Nasib,DF,jo Jordan,32,1994,2.9,0,0,0,1,1,0,0,7,3
656,Sherzod Nasrullaev,DFMF,uz Uzbekistan,27,1998,2,1,0,0,3,2,0,3,2,2
657,Duckens Nazon,FWMF,ht Haiti,32,1994,0.3,1,0,0,0,1,0,0,0,0
658,Iliman Ndiaye,FW,sn Senegal,26,2000,1.3,0,0,0,2,1,0,2,2,0
659,Dan Ndoye,MFFW,ch Switzerland,25,2000,4.5,0,0,0,5,16,4,11,4,5
660,Jayden Nelson,FWMF,ca Canada,23,2002,0,0,0,0,0,0,0,2,0,0
661,Ali Nemati,DF,ir IR Iran,30,1996,3,1,0,0,3,0,1,2,0,2
662,Abduvohid Nematov,GK,uz Uzbekistan,25,2001,2,0,0,0,0,0,0,0,0,0
663,Pedro Neto,MF,pt Portugal,26,2000,3.9,0,0,0,4,4,0,13,0,2
664,Manuel Neuer,GK,de Germany,40,1986,4.3,0,0,0,0,2,0,0,0,0
665,João Neves,MF,pt Portugal,21,2004,4.3,0,0,0,1,4,0,2,4,7
666,Rúben Neves,MF,pt Portugal,29,1997,0.6,0,0,0,0,0,0,0,0,0
667,Neymar,FWMF,br Brazil,34,1992,0.4,1,0,0,1,1,0,7,0,0
668,Nathan Ngoy,DF,be Belgium,23,2003,3.7,0,1,0,6,1,0,0,7,4
669,Moussa Niakhaté,DF,sn Senegal,30,1996,4.3,0,0,0,3,6,0,2,4,1
670,Gustaf Nilsson,FW,se Sweden,29,1997,0,0,0,0,0,0,0,0,0,0
671,Felix Nmecha,MF,de Germany,25,2000,3,0,0,0,3,3,0,2,2,9
672,Kristoffer Nordfeldt,GK,se Sweden,36,1989,2,0,0,0,0,0,0,0,0,0
673,Tyrese Noslin,MF,cw Curaçao,23,2002,0.2,0,0,0,0,2,0,3,0,0
674,Ernest Nuamah,MF,gh Ghana,22,2003,1,0,0,0,2,2,0,1,0,1
675,Matheus Nunes,DFMF,pt Portugal,27,1998,0,0,0,0,0,0,0,0,0,0
676,Darwin Núñez,FW,uy Uruguay,26,1999,1.7,0,0,0,1,1,2,1,2,1
677,Antonio Nusa,FW,no Norway,21,2005,3.5,1,0,0,1,5,2,7,2,2
678,Benjamin Nygren,MF,se Sweden,24,2001,1.4,0,0,0,3,0,0,5,0,0
679,Ørjan Nyland,GK,no Norway,35,1990,5.3,0,0,0,0,0,0,0,1,0
680,Aiden O'Neill,MF,au Australia,27,1998,4,0,0,0,2,8,0,10,2,2
681,Nico O'Reilly,DF,eng England,21,2005,5.1,1,0,0,6,4,0,4,5,3
682,Salim Obaid,DF,jo Jordan,34,1992,0.2,0,0,0,1,0,0,0,0,2
683,Armando Obispo,DF,cw Curaçao,27,1999,3,0,0,0,1,0,1,0,7,1
684,Guillermo Ochoa,GK,mx Mexico,40,1985,0.1,0,0,0,0,0,0,0,0,0
685,K?ki Ogawa,FW,jp Japan,28,1997,0.5,0,0,0,1,0,0,0,0,0
686,Braian Ojeda,MF,py Paraguay,25,2000,0.2,0,0,0,0,0,0,0,0,0
687,Noah Okafor,FWMF,ch Switzerland,26,2000,0.2,0,0,0,0,0,0,0,0,1
688,Ime Okon,DF,za South Africa,22,2004,4,0,0,0,1,0,0,0,5,2
689,Paul Okon-Engstler,MF,au Australia,21,2005,2.2,0,0,0,3,2,0,2,5,2
690,Ben Old,MF,nz New Zealand,23,2002,1,0,0,0,0,1,0,1,1,0
691,Michael Olise,MF,fr France,24,2001,7.2,1,0,0,5,16,0,22,3,8
692,Mathías Olivera,DF,uy Uruguay,28,1997,3,1,0,0,3,0,0,5,2,4
693,Dani Olmo,MF,es Spain,28,1998,5.5,0,0,0,6,10,0,1,1,5
694,Tani Oluwaseyi,FW,ca Canada,26,2000,2.9,0,0,0,5,5,1,2,0,3
695,Ali Olwan,MF,jo Jordan,26,2000,3,0,0,0,1,4,1,5,1,0
696,Amadou Onana,MF,be Belgium,24,2001,1.2,0,0,0,1,3,0,0,2,2
697,Christopher Opéri,DF,ci Côte d'Ivoire,29,1997,1,0,0,0,2,0,0,2,1,2
698,Jerome Opoku,DF,gh Ghana,27,1998,3,0,0,0,2,4,0,0,1,2
699,Joel Ordóñez,DF,ec Ecuador,22,2004,2.5,0,0,0,1,1,0,0,1,5
700,Jonathan Osorio,MF,ca Canada,34,1992,0.1,0,0,0,0,1,0,0,1,0
701,Nicolás Otamendi,DF,ar Argentina,38,1988,2.7,0,0,0,4,4,1,0,6,2
702,Zakaria El Ouahdi,DFMF,ma Morocco,24,2001,0.2,0,0,0,1,1,0,0,0,0
703,Ayoub Al-Oui,DF,qa Qatar,21,2005,1.7,0,0,0,1,0,0,0,2,0
704,Azzedine Ounahi,MF,ma Morocco,26,2000,4.8,1,0,0,3,7,0,4,1,1
705,Mohammed Al-Owais,GK,sa Saudi Arabia,34,1991,3,0,0,0,0,1,0,0,0,0
706,Elisha Owusu,MF,gh Ghana,28,1997,1.7,0,0,0,2,0,0,3,0,3
707,Mikel Oyarzabal,FW,es Spain,29,1997,6.7,0,0,0,4,5,1,3,1,5
708,Salih Özcan,MF,tr Türkiye,28,1998,1.1,0,0,0,2,2,0,1,4,1
709,Willian Pacho,DF,ec Ecuador,24,2001,4,0,0,0,3,2,0,0,8,2
710,Kendry Páez,MF,ec Ecuador,19,2007,0.1,1,0,0,1,0,0,0,0,0
711,Exequiel Palacios,DF,ar Argentina,27,1998,1,0,0,0,1,1,0,0,5,0
712,Lucas Paquetá,MF,br Brazil,28,1997,2.6,0,0,0,3,6,0,5,5,4
713,Leandro Paredes,MF,ar Argentina,31,1994,5.3,2,0,0,9,3,0,2,5,6
714,Thomas Partey,MF,gh Ghana,33,1993,3,0,0,0,2,5,0,0,6,4
715,Marco Pašali?,MF,hr Croatia,25,2000,1.1,0,0,0,0,2,2,11,1,2
